 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class,class,cap-shape,cap-surface
139.2890625,48.8532804,-0.417136329,-0.079279724,25.18527464,6.113336192,39.63018312,0,e,x,y
104.3984375,39.81663829,0.318997938,0.885576719,14.23936502,10.60164571,133.9891156,0,e,f,s
86.671875,37.9378829,0.545596431,2.065832707,11.65068061,12.88654566,219.0976571,0,e,x,y
107.1640625,50.48340961,0.433562253,-0.013717891,12.74331046,11.61782664,170.7879083,0,e,x,y
147.4375,44.64210982,-0.26503743,0.304661326,28.99299449,6.157387033,40.73797105,0,e,x,f
119.140625,39.67893301,0.145555172,0.913052491,8.963456972,22.84698125,585.7534445,0,e,f,f
92.8828125,38.09581282,0.345262605,1.866932787,19.10620776,8.740337381,81.6615926,0,e,f,f
86.0390625,39.64853448,0.811157722,1.959578216,16.43159595,9.327166334,102.2156645,0,e,f,f
94.96875,47.82012807,0.591464007,0.238045175,13.60586775,14.29435873,222.0328973,0,e,x,y
126.7265625,47.07768096,0.083766451,0.002159169,12.0221655,13.64257114,225.6497042,0,e,f,f
122.546875,55.48674664,0.064292794,-0.591203117,15.6001292,9.05711342,102.0316876,0,e,x,y
135.1328125,42.99516163,-0.091393782,0.165190241,15.6416346,10.05782724,119.2128916,0,e,x,f
87.34375,34.4482033,0.631721685,3.264305952,13.19389863,10.3888651,146.0720641,0,e,x,f
115.3515625,43.86050149,0.156417671,0.232529132,12.05071105,11.27100426,182.637098,0,e,x,f
115.4453125,55.96731867,-0.016112673,-0.399577412,36.51079031,4.305626138,18.08493936,0,e,f,f
128.484375,50.99141845,0.058376664,-0.495919613,16.89744287,11.75806781,152.8897009,0,e,x,f
75.296875,50.49603316,2.193072134,4.684520017,48.62992059,0.974168479,1.491350698,0,e,x,y
123.0703125,44.85396157,-0.006467058,0.131765272,29.0695274,6.194617212,38.68075192,0,e,x,f
99.25,40.24165286,0.579725433,1.271394599,27.5529742,6.612032641,45.07107316,0,e,f,f
134.984375,52.58311641,0.089377759,-0.320526436,14.90660289,8.207316424,92.20970173,0,e,x,y
85.328125,39.29279303,0.514176279,1.597649876,14.47108058,8.361904487,98.5639186,0,p,x,s
83.1328125,42.16010612,0.898020096,1.95050578,22.26179465,6.778961142,50.23628059,0,e,f,y
135.390625,47.16066859,0.020583274,0.159308991,17.49106661,7.694336891,72.49736589,0,e,f,f
100.9375,40.48953376,0.326682865,0.925143271,15.96360439,9.079509673,101.2107341,0,p,f,s
100.5078125,41.68145498,0.768861441,1.368534481,11.54533495,12.32105537,214.4422335,0,e,x,y
119.28125,40.56898783,0.247964627,1.106684529,17.11703227,8.576399057,89.14175813,0,e,x,y
129.234375,41.30441191,0.027997523,0.882514402,25.95775052,5.616364457,33.19033882,0,e,x,y
113.078125,48.67231139,0.222739892,-0.041981727,15.96252942,8.564804839,93.53084154,0,e,x,y
129.6796875,55.5686419,0.210954698,-0.53901735,56.49934297,2.577829468,5.149938828,0,e,x,y
130.484375,72.8924705,-0.029607315,-1.221741092,27.84183623,6.35727753,41.09660251,0,e,x,f
124.1875,71.75879193,0.012377222,-1.480987399,73.23212464,0.978707461,-0.10627009,0,e,f,s
108.8203125,42.40751584,0.322116327,0.799674931,11.78732994,12.33829458,207.1063698,0,e,x,y
133.2734375,48.00857912,0.022502268,-0.123905232,15.08292709,8.525313322,96.51837908,0,e,x,f
115.6796875,50.55657932,0.144594672,-0.394362917,35.74599724,4.642215278,22.00787146,0,e,x,f
99.796875,42.55444296,0.35262315,0.784589081,19.09590875,8.164757852,78.5912012,0,e,x,y
103.8828125,51.96206866,0.39239138,-0.165644547,20.33505943,6.542161401,49.45148096,0,e,x,y
119.96875,37.09446082,0.274818415,1.862654827,18.65798588,7.426411029,65.29705936,0,e,x,y
134.6953125,45.31962161,-0.135417258,0.357238798,12.02463014,11.33020263,183.93621,0,e,x,f
121.59375,60.29166577,-0.084275426,-0.744740048,23.62779013,6.810388859,51.40019307,0,e,x,f
145.109375,46.82668083,-0.329892811,0.192206333,34.51193,3.967337708,15.37502604,0,e,x,y
89.4296875,39.44075533,0.853837032,2.094746456,19.54800368,7.955016443,73.46571427,0,e,x,y
113.7265625,40.28370383,0.351549771,1.21158921,11.28190664,12.5312018,228.7379585,0,e,f,y
120.1328125,40.80543987,0.094847362,0.960242801,10.19749262,16.79771444,355.0818835,0,e,x,f
128.9296875,46.6112888,0.130827458,-0.072423308,14.76673931,12.23132654,171.3569586,0,e,x,y
119.4609375,44.02731793,0.377516534,0.563373361,35.30891565,3.956541951,14.99217386,0,e,x,f
135.9765625,49.9896028,-0.00653885,0.025846154,22.78981785,7.227771137,55.53884248,0,e,x,f
136.0390625,55.60258008,-0.053742698,-0.431335674,14.43225899,12.05999918,167.3221491,0,e,f,f
143.7578125,58.89247964,-0.270217682,-0.469367619,41.75154587,4.124787402,16.07476751,0,e,f,f
114.4921875,49.40900666,0.151193614,-0.482835019,13.5043365,9.334385428,123.9994973,0,e,x,y
99.3359375,36.15467582,0.288829356,1.972587915,20.84502305,7.086113071,55.91653192,0,e,x,f
92.8046875,73.32377456,0.470206482,-1.040047783,40.8289721,1.837011797,2.432999899,0,e,f,y
88.265625,41.14104633,0.50207445,1.222513945,12.8168151,14.62217922,238.9190933,0,e,x,y
110.1875,46.58204288,0.197928015,0.008835962,13.82090139,9.474991993,122.6018109,0,e,f,y
17.2109375,46.97766297,3.69160271,13.15899831,64.50439295,0.132456768,-0.906086023,0,e,x,y
77.7890625,38.68717737,1.041911621,2.601154182,13.88073038,10.85431273,142.3388315,0,e,f,f
83.90625,39.08133296,0.632302854,1.9147951,15.40982655,8.99136861,105.6064222,0,e,x,y
116.1171875,39.18498219,0.40480982,1.003768793,25.22572766,6.981779143,51.2940284,0,e,x,y
119.390625,60.2487337,0.053742543,-0.782021499,25.4671147,6.688338635,48.26750364,0,e,x,y
132.0,50.14260913,0.043493533,-0.110893298,28.29340872,6.100262707,38.7313927,0,e,x,f
109.046875,48.31146658,0.122395459,0.107346603,43.52340025,3.528078008,11.31375951,0,e,x,f
129.9375,44.41226428,-0.197245073,0.419744513,21.44516518,7.03715423,54.93016455,0,e,x,f
109.078125,52.283872,0.175111538,-0.08533416,26.7115887,4.922162237,28.96970077,0,e,f,f
99.4609375,34.85100033,0.38407633,2.47571452,24.01524428,6.547438679,44.56164556,0,e,f,y
106.4296875,47.67888743,0.49845923,0.672520548,24.58152424,7.345052912,54.74737864,0,e,x,f
132.3046875,55.64207022,-0.186698548,-0.424594113,14.16500363,9.127930786,113.6349028,0,e,x,y
94.09375,36.68413262,0.456619692,2.214336216,18.46583737,6.835889344,56.51913247,0,e,f,f
123.2890625,52.18209588,0.174267658,0.01608879,37.2185373,3.154102362,9.488022002,0,e,x,y
138.65625,55.9031581,-0.028714199,-0.469846623,14.6915015,9.232483874,110.457895,0,e,f,f
125.15625,50.23638458,-0.108407305,-0.431259477,14.83577497,8.774459166,99.83719244,0,e,x,y
128.6953125,48.08335188,-0.009844682,-0.241757275,14.34487663,9.58836561,116.9611941,0,e,x,y
124.9140625,57.95594061,-0.044880791,-0.733680527,21.73200559,9.331689267,90.58011458,0,e,x,f
120.0390625,50.00287528,0.04206666,-0.378637027,16.51773771,11.31214153,136.1641253,0,e,x,f
108.8046875,44.8469722,0.341230484,0.440661521,20.67954471,8.388128429,79.81336968,0,e,f,f
142.8671875,59.1427525,-0.370005762,-0.563544909,19.11379094,7.322244927,63.87376477,0,e,x,f
104.375,49.2135017,0.143532011,-0.043235494,29.06356886,4.715671366,23.898213,0,e,x,y
94.8046875,39.83639561,0.443200468,1.287078266,13.97951052,11.47927496,156.3316295,0,e,x,y
109.109375,51.92064774,0.305944977,-0.068219973,62.70665846,1.906443429,2.000145219,0,e,x,y
77.890625,41.04879611,0.757895774,1.538641102,13.56227918,10.11878393,133.5718203,0,e,x,f
133.046875,53.53297164,-0.025509259,-0.273104441,42.17233217,4.156569478,16.51694845,0,e,f,f
126.453125,46.70383071,-0.197472928,0.151290186,16.84251043,9.401410885,100.3349122,0,e,x,y
112.8671875,47.96684582,0.253699662,0.381917351,19.72480939,7.604130563,67.92397332,0,e,x,y
137.8828125,41.07531594,-0.191620268,0.817939965,29.39474105,5.834406339,36.09475633,0,e,x,f
129.171875,50.17455614,-0.125990142,-0.100984302,18.33229648,9.018426125,90.52653045,0,e,f,y
127.90625,67.27676483,-0.018153299,-1.073750811,64.20824171,0.84149273,-0.125147914,0,e,f,s
119.1484375,37.93746702,0.055981588,1.466377438,14.64991434,9.32177745,110.1219677,0,e,f,f
96.421875,40.55852434,0.533211093,0.993328162,10.8623221,13.94167979,269.7969043,0,e,x,y
104.1875,49.80693193,0.340867192,0.224296972,30.68796798,5.575569669,31.3210916,0,p,f,y
96.5625,51.10249352,0.607578966,0.31526006,9.033148369,20.54908805,533.3932663,0,e,x,y
121.6875,44.29424871,0.097343759,0.485005872,10.33832345,14.9514711,315.363371,0,e,f,f
115.0,57.94474739,0.077017134,-1.190659166,63.90368246,2.151168411,3.829400083,0,e,x,f
125.28125,55.24772867,0.035942616,-0.421985488,24.29311823,6.121106486,41.54855601,0,e,x,f
90.9296875,45.59505586,0.472378241,0.629146668,13.26416851,12.59012503,180.102448,0,e,f,f
113.1875,43.34540597,0.032687649,0.268573814,8.758855399,22.48554855,606.9296621,0,e,x,y
122.40625,51.10963056,0.139277935,-0.1619444,19.84048906,8.103448057,74.86418738,0,e,x,y
133.7265625,47.42983549,-0.305418476,0.270692187,15.21446589,9.00246826,109.1351285,0,e,x,y
137.9609375,40.4630237,-0.199618699,0.410539808,27.04168896,6.131814979,38.82223531,0,e,x,y
144.5078125,46.26317314,-0.260833314,0.503275398,16.95343499,9.211907108,94.6420328,0,e,f,f
113.78125,48.99552555,0.072764023,-0.461707837,13.47561871,10.8680339,155.0553261,0,e,x,y
135.4765625,54.57104957,-0.78854709,0.077817506,25.11591298,8.363555112,69.39189395,0,e,x,y
112.84375,49.0513821,0.074551957,-0.083599689,22.60171042,7.240796922,54.81113215,0,e,x,f
100.953125,40.84801467,0.392853678,1.005297588,22.821858,7.207811443,54.12223692,0,e,f,f
105.0859375,44.86891103,0.25672944,0.828075535,12.8216674,11.27927956,169.274907,0,e,x,f
107.4453125,51.55697828,0.412989953,-0.214228252,14.35022247,11.47399087,152.0257932,0,e,f,s
117.2265625,59.64441702,0.199199572,-0.916841484,27.08359888,5.44740916,32.26535137,0,e,x,y
119.8359375,51.03901347,0.035286751,0.052892923,20.18501658,8.307373179,76.66591668,0,e,x,f
123.109375,68.61193345,0.073590451,-1.207837078,76.56507537,0.787290287,-0.627379705,0,e,x,f
89.921875,46.95287022,0.576608736,0.93738322,13.73412529,9.676580074,124.9981588,0,e,x,f
111.734375,42.34133699,0.168150684,0.626147676,27.3037772,6.503427075,43.90227971,0,e,f,f
99.890625,47.72990977,0.570213627,0.278228949,19.64746526,8.955801487,84.16528711,0,e,x,f
124.5390625,49.0673807,-0.101114174,-0.13931137,28.44978732,5.725481547,34.18060017,0,e,x,y
111.9921875,49.74897865,0.209537199,-0.003349939,20.90185723,6.353148273,47.54422759,0,p,f,s
109.4765625,45.24930332,0.02520081,0.467833372,17.9251327,8.859608755,86.40147243,0,e,x,f
120.1796875,48.44398079,0.087662994,-0.225399576,14.5343212,10.04125984,124.7180503,0,e,f,s
122.4765625,43.59561418,0.336240078,0.406259594,11.99725794,14.30182339,239.4584177,0,e,x,s
138.3359375,49.46246641,-0.258911397,0.116349104,67.90121398,2.017195826,2.5054861,0,e,x,f
131.0,54.2523041,-0.075650403,-0.207963294,23.23260828,6.971391799,52.98990323,0,e,f,f
82.703125,40.34119316,0.617555579,1.605611873,16.5579933,10.3509346,121.3305939,0,e,x,f
100.9453125,43.70002657,0.470580382,0.987926003,15.88242364,8.75823935,93.86329439,0,e,x,y
123.65625,47.72061228,0.042133281,0.056479752,19.27935414,9.416952512,101.2743585,0,e,f,f
130.9609375,51.28587195,0.072241961,-0.584550434,13.09225003,10.48150928,147.7566583,0,e,x,f
139.484375,45.91227783,-0.190001323,0.355671782,12.4222491,11.17184766,171.3297163,0,p,x,f
135.4765625,52.99336115,-0.140398531,-0.392377206,11.99793877,12.75707734,215.2696464,0,e,x,y
79.2421875,34.18167137,0.758155336,4.108605364,16.53241033,9.230513244,97.01510384,0,e,x,f
109.28125,53.50145113,0.435127857,0.178970426,15.34296973,7.580383584,82.23882619,0,p,x,s
120.3203125,48.59155881,0.18992276,-0.084253211,26.53985328,7.730587328,60.2942534,0,e,x,y
83.2109375,48.25382957,0.652882252,0.464878722,17.49325077,8.857383915,95.74672901,0,e,f,f
126.15625,54.95174552,-0.194942315,-0.396475874,19.10994915,8.944536753,92.23785178,0,e,x,f
126.84375,42.96045374,0.216068812,0.239722754,26.32557072,6.43888847,42.89429881,0,e,x,y
138.8671875,48.28210899,-0.071863753,0.134110078,10.16124994,15.91698698,343.3578806,0,e,x,y
114.2421875,46.78937949,0.246771416,0.055348841,13.88918877,14.52517641,232.2696268,0,e,f,f
130.2734375,58.02016283,0.032684959,-0.543944115,66.59478471,1.516460084,0.962192789,0,e,f,f
111.8046875,49.90883229,0.140358673,0.32357773,34.07952279,3.125181645,9.671569503,0,e,x,f
119.3046875,51.31239473,0.030621693,-0.347364661,15.65988397,12.47973061,176.7102012,0,e,f,f
99.578125,47.05293053,0.48709309,0.31714113,17.60616829,9.334983515,100.9733446,0,e,x,y
110.78125,50.94711374,0.210124578,-0.177414184,21.41531801,7.012186539,52.57281265,0,e,x,f
144.7265625,45.59651762,-0.169915787,0.217840825,19.77905504,9.24371112,92.25708135,0,p,x,s
95.2578125,47.905383,0.521461435,-0.066144702,24.16655334,6.58277949,47.42583556,0,e,f,f
142.2265625,54.20104572,-0.282400762,-0.20353219,12.52969326,14.07014691,222.6700157,0,e,x,f
128.484375,37.58199045,0.204475704,1.143396686,12.29134165,11.43579795,177.6853559,0,e,f,y
105.2265625,52.33504067,0.308897001,-0.080813419,17.66152417,7.1810131,63.0591858,0,e,f,y
94.21875,63.86202626,0.902298752,-0.207996214,21.19753292,9.054940066,89.80470168,0,e,x,y
114.6171875,49.73981069,-0.009279021,-0.268610073,9.039320938,20.4868376,531.9289113,0,e,x,y
107.34375,47.33828351,-0.005620097,0.401994337,32.40866458,4.424615002,19.41531457,0,e,x,f
110.640625,52.18368016,0.243765633,-0.427215103,16.51081626,10.343141,115.3549647,0,e,x,y
111.5,42.56502379,0.344560995,0.328110523,12.98517184,13.25420689,200.344931,0,e,f,f
134.7265625,42.49093926,0.12330264,0.272347083,12.83039547,15.50702205,257.6008692,0,e,x,f
107.6796875,51.65464246,0.153552035,-0.324863162,18.21325122,8.967515983,91.56043311,0,e,f,f
117.1484375,44.87066306,0.16986893,0.118464331,19.71504042,8.67458877,78.71400482,0,e,x,y
126.765625,50.60223012,0.018512506,-0.021403026,22.31202636,7.119705975,54.90326858,0,e,x,y
112.953125,46.32575879,0.311345597,0.074030019,16.0106581,10.75575083,125.7474262,0,e,x,f
86.5078125,42.06746741,0.866033278,1.713924534,18.81872769,8.920990222,85.32272412,0,e,x,y
99.703125,40.58543446,0.480652181,1.130088482,14.55251934,9.690377959,115.4662526,0,e,f,f
111.6875,37.91906471,0.232815789,1.335609126,21.24191292,8.256476994,71.83147918,0,e,x,y
122.890625,59.78898236,-0.037008512,-0.787102521,17.55394834,7.966362185,75.73505668,0,e,x,y
146.15625,58.79498776,-0.495959408,-0.257136345,76.64411433,1.05774351,-0.431237893,0,e,f,f
102.0703125,39.7922699,0.773279792,1.386735709,18.07656904,9.441234501,96.48980146,0,e,x,f
141.75,50.83213796,-0.094906495,-0.274820697,33.13533081,4.12797093,17.86671984,0,e,x,f
129.0390625,49.70733132,0.139396947,0.079056462,23.27217218,7.190587705,53.40748574,0,e,x,y
96.6953125,60.46752209,0.478161846,-0.767792176,51.40058969,2.704796651,6.983626797,0,e,f,f
133.453125,44.10868313,0.115085092,0.47494619,17.12409976,8.509270895,83.68007779,0,e,x,f
108.75,49.95232102,0.22912387,-0.380543838,15.6613195,11.33026158,142.8284114,0,e,f,f
102.8984375,48.63927166,0.311980498,0.084053496,15.12208632,10.78361265,139.5290881,0,p,x,s
132.0,51.16471563,-0.024365542,-0.785820127,13.96136561,14.92543086,239.1359697,0,e,x,f
119.1796875,50.07610358,0.242973761,-0.117536102,14.36365385,8.421528114,100.6750142,0,e,f,f
96.2578125,53.27013206,0.590384572,0.4753859,17.39755748,7.226537956,65.14340995,0,e,x,f
90.421875,36.96294795,0.529828885,2.443189341,13.91539233,9.392147612,119.3384541,0,e,f,f
101.109375,51.79123272,0.386449996,0.013776817,16.98067477,8.038120913,81.04171963,0,e,x,y
89.796875,38.43792873,0.604041556,1.909028184,26.48637374,5.986091498,38.50191108,0,e,x,f
126.0078125,53.49072585,0.051876951,-0.535040066,24.57675292,5.781485224,35.89193488,0,e,x,f
125.40625,52.68960368,0.329295662,-0.362887301,19.29896102,8.508906253,85.8470404,0,e,x,f
93.4609375,48.14932865,0.291266001,-0.151676535,17.57692825,10.43882487,115.9224805,0,e,x,f
122.6640625,50.71354561,-0.001922855,-0.302281891,17.67374831,7.803036545,73.7259227,0,e,f,f
87.2421875,36.10547615,0.457076926,2.797381309,12.04883233,16.26129078,282.1772404,0,e,x,f
136.015625,49.82484702,-0.248043809,-0.198828043,15.09664643,9.631308941,116.1736722,0,e,f,y
123.046875,41.68630234,0.165225812,0.448600514,12.33787546,12.30705156,191.1924622,0,e,f,y
107.5390625,38.06961189,0.538018521,1.435517848,26.45711912,5.322860278,30.08084341,0,e,x,y
114.578125,57.85320991,0.308272759,-0.563533859,13.46624305,9.67037734,129.106383,0,e,x,y
108.1953125,53.02034671,0.342758086,-0.262647075,13.65474929,9.53317075,126.0787774,0,e,x,f
125.890625,48.20954171,0.016344114,-0.24263828,12.31291252,11.12869468,173.6520939,0,p,x,f
102.2109375,44.35468767,0.524660314,0.339161039,12.27597611,12.11726714,192.390362,0,e,x,y
99.2890625,38.39212817,0.209594059,1.309919509,21.56477346,7.350846046,62.735848,0,e,x,y
93.3203125,46.04005281,0.621764159,0.630548224,13.07248821,11.68367236,168.4416081,0,e,x,f
116.8671875,46.6993996,0.693891075,0.793774617,13.40614175,11.12809746,151.2436066,0,e,f,f
100.5625,41.37816264,0.452309039,1.028355549,13.66602668,10.15795723,134.746862,0,e,f,f
99.6796875,47.71840145,0.423403644,0.284889909,33.99796614,4.333393702,18.65375636,0,e,f,f
93.4921875,38.16411847,0.314204818,1.669431492,15.38702002,10.28166437,120.4196791,0,e,f,f
117.8515625,46.06840869,0.344266404,0.525138499,16.34325679,7.727255461,75.95008434,0,e,x,y
136.3359375,48.03404999,-0.044746027,-0.447504315,70.85683387,1.708222742,1.166025082,0,e,x,f
105.7421875,47.49888915,0.510655268,0.495939094,17.97590609,6.695307783,56.31147638,0,e,x,y
123.96875,52.13682982,0.000310524,-0.397127049,27.25973249,7.241692402,53.01684765,0,e,x,f
124.3984375,45.22916299,0.243271846,0.240490885,14.17643723,9.902175493,125.5465241,0,e,f,f
101.7734375,43.30744286,0.49199318,0.672009019,13.53067734,10.27998232,139.8944611,0,e,x,y
95.3203125,36.25515774,0.558574302,2.112318771,14.73276821,9.917640887,120.4035188,0,e,x,f
142.78125,48.15695976,-0.317777933,-0.449601586,23.8443991,8.913211068,81.806316,0,e,x,f
108.3359375,48.10491096,0.477120087,-0.032678707,51.08210928,2.649354726,5.667790548,0,e,x,y
87.4453125,36.1692654,0.531284508,2.536336922,18.86870275,7.799635558,73.07249512,0,e,x,f
106.359375,50.3175439,0.393199709,-0.291147635,10.80123829,15.88589743,303.3684737,0,e,f,f
94.59375,39.37965002,0.498301838,1.36824635,13.84809968,11.26148878,157.9369015,0,e,x,y
98.75,47.6758259,0.408245063,0.350263296,14.9852277,9.922652004,117.5078925,0,e,x,y
90.1328125,38.85457082,0.586739061,1.675733418,21.38666845,7.189355151,59.68389616,0,e,f,f
130.6640625,53.58918929,0.185306791,-0.46692375,18.74046319,8.522464071,85.79438345,0,e,x,f
108.7734375,49.34369496,0.47192656,0.066608793,16.77312433,9.503935125,108.7929671,0,e,f,f
116.390625,43.29662126,0.330796675,0.77493033,17.92247145,7.561806152,69.11221086,0,e,x,y
128.875,47.54882359,-0.063698915,-0.332868343,13.53566069,12.53617914,182.6555045,0,e,x,f
118.359375,54.15093697,0.146016901,-0.01777774,23.74146521,7.370560882,58.73257208,0,e,x,y
131.640625,49.76754313,-0.059808838,-0.490438395,16.8883382,8.031904542,78.02820791,0,e,f,f
131.203125,49.89635498,0.239724721,-0.204361884,14.0068363,11.90907705,175.1796326,0,e,x,f
92.203125,38.5866232,0.597340808,1.454058939,14.40903701,12.21821831,165.8119424,0,e,x,f
115.703125,44.59791884,0.255639595,0.449712977,22.18679275,6.549416739,48.13909404,0,e,x,y
104.3125,43.63050646,0.186498106,0.546011257,11.17835966,13.78019237,252.4173582,0,e,x,y
105.9765625,38.05823351,0.267155709,1.429108479,12.41090788,11.78307283,181.9038203,0,e,x,y
127.7578125,38.48025997,0.095740602,1.108001743,28.0437973,5.398380306,29.4559716,0,e,x,y
137.6875,47.13705913,-0.082479963,0.033542577,16.75341874,8.450386872,90.9998608,0,e,x,y
136.09375,50.67041751,-0.185723146,0.132908931,15.32119989,8.800590569,99.24573462,0,p,f,y
128.609375,57.56019056,-0.236577724,-0.251932651,9.47416996,19.99649016,471.3449512,0,e,x,s
101.2421875,46.56728098,0.532803543,0.34475885,19.24207002,8.432876149,77.19428747,0,e,x,f
131.0,47.62303146,-0.011343903,-0.023431626,8.976702489,21.78444163,560.3515815,0,e,x,f
139.078125,44.42877189,0.167945002,0.095722603,16.19942753,9.920252308,113.1657528,0,p,x,s
118.21875,49.06213177,0.26611092,-0.106734659,10.83245953,14.48326006,279.3864621,0,e,x,y
120.46875,44.88055981,0.281096991,0.40191584,12.20948196,12.64342658,202.0460944,0,e,x,f
89.9609375,45.06009916,0.69710048,0.9128628,15.26082034,9.965459227,116.5456637,0,e,x,y
129.2109375,45.04297468,-0.131029307,0.455883013,24.36351988,6.308492375,43.35302659,0,e,x,y
100.234375,45.93175719,0.373938377,0.331843109,16.26948221,7.53957879,74.74023796,0,e,x,s
104.3125,47.46688813,0.457779349,0.72297998,10.97846945,17.10977725,328.4087301,0,e,f,f
119.625,41.14760017,0.239294741,0.963926234,25.98713304,5.477549894,32.09155132,0,e,x,y
121.796875,56.11238157,0.023240882,-0.39636057,26.9740181,6.517805871,45.72217449,0,e,x,y
128.8046875,57.42890423,-0.060550293,-0.44881171,19.07055913,7.303647521,61.99628322,0,e,x,f
115.1171875,53.66382934,0.123414377,-0.285711109,22.13925854,7.500319452,59.44762689,0,e,x,y
123.421875,50.88384588,0.198716151,-0.450278755,24.53316919,7.673279352,59.59364638,0,e,x,y
108.1484375,50.17937977,0.396954585,0.103309262,24.79004086,8.215359881,69.41233217,0,e,x,f
118.8671875,49.53429543,0.173596984,-0.213549688,16.06517631,9.262959755,101.1355316,0,p,f,y
100.4609375,36.89870051,0.357448521,1.67605032,12.17002412,12.3009717,195.8844842,0,e,f,f
121.78125,47.62072446,0.038439721,-0.274143124,16.66178818,7.290878564,68.99755547,0,e,x,f
125.546875,43.04283103,0.12323441,0.290817897,23.64227063,6.285218757,45.6872032,0,e,x,f
130.109375,55.8834214,0.072240811,-0.510958721,14.5736866,8.700872758,102.8994555,0,e,x,y
109.671875,47.37237944,0.319973693,0.515395393,17.71651073,10.40624638,121.4050789,0,e,f,s
122.3515625,42.35998809,0.041311657,0.664394114,16.86198114,8.321653142,83.12111415,0,e,x,f
135.9765625,51.13836391,-0.383401073,0.007114971,12.25629682,10.99065023,172.6584757,0,e,x,f
138.5234375,43.90916847,-0.104343593,0.19672294,18.07676627,8.8067918,86.18497092,0,e,f,f
129.640625,48.49045241,0.054523551,-0.122545053,33.55053546,5.485119108,30.59351842,0,e,x,y
120.9921875,42.13195345,-0.121952426,0.48927122,13.19278099,11.98139135,179.4947761,0,e,x,y
114.1640625,53.61403987,-0.021158602,-0.704374616,19.28130852,9.589539717,100.0700157,0,e,x,y
128.96875,50.48157732,-0.017659876,0.049333422,40.02943641,3.773144683,13.50070051,0,e,f,f
140.28125,52.74525119,-0.20388525,-0.055773996,19.49180398,9.533112082,97.7950942,0,e,x,f
119.7734375,43.31483847,0.207822122,0.255766157,14.58417479,10.69029888,141.5476917,0,e,f,f
94.5703125,39.48015395,0.493214709,1.663375173,11.06667899,12.93957794,245.4115602,0,e,f,f
92.8359375,55.83790398,1.244060628,1.00983219,84.5250919,-0.726943807,-0.830375768,0,e,x,y
112.2109375,44.96190268,0.451388309,0.556650655,16.81253362,10.06676163,113.7440184,0,p,x,s
113.5625,45.02113219,0.141473806,-0.00052033,13.84548594,11.78972755,166.1104013,0,e,f,f
122.90625,48.78211082,0.147755853,0.234785145,39.95437657,4.117026132,16.44784516,0,e,f,f
121.046875,50.2062713,0.207106326,-0.259171795,18.58266033,8.6172407,85.80484547,0,e,f,f
99.296875,44.55375254,0.478100881,0.800472091,9.805222982,18.6910021,418.7236267,0,e,x,y
117.9375,51.8425727,0.252481192,-0.221498349,15.00993682,12.13853418,158.9693171,0,e,x,f
105.3828125,47.4651387,0.469712672,0.360433385,14.00122124,9.493822245,120.1010674,0,e,f,s
142.7890625,40.28407958,-0.236080799,0.848602918,14.4950582,10.20097262,131.0998354,0,e,x,y
132.6015625,54.91674663,0.022982589,-0.409383801,18.52865327,6.234389084,50.03661791,0,e,x,f
121.28125,52.05404906,0.109705294,-0.410603449,44.28883534,3.622785972,12.33676654,0,e,f,f
143.46875,46.02732502,-0.267399081,0.258811747,17.87237544,10.73170242,123.8241413,0,e,f,f
88.1015625,37.44033584,0.553748765,2.060683875,21.63492963,5.605363195,36.28932411,0,e,x,y
154.546875,49.50029346,-0.201807755,-0.077732698,18.11218333,7.845692539,76.1737536,0,e,x,y
107.703125,50.02583073,0.488203339,0.304952956,13.15447315,10.32620217,149.4785259,0,e,x,y
115.3671875,48.80171473,0.275424979,-0.131439017,14.80478961,8.858354116,102.1337394,0,e,x,f
109.953125,46.00795777,0.439031736,0.348936468,15.54834679,8.844785013,96.06828448,0,e,x,y
102.2265625,48.15343557,0.334981895,0.162630547,16.55772579,9.823936821,111.6183717,0,e,x,y
94.3359375,46.31655302,0.188530685,0.096321526,32.03525252,5.123801783,26.45640876,0,e,f,f
110.734375,47.98184624,0.284412877,0.040772993,17.32482331,7.66290971,70.71592105,0,e,x,y
96.4609375,45.88196513,0.280990782,0.103932994,18.56812353,9.648781362,107.0390877,0,e,x,y
92.265625,45.9887018,0.678562007,1.118622343,8.290459409,26.02936038,757.2214897,0,e,x,y
129.578125,51.29580413,0.072288856,-0.431489386,19.70830336,7.001363883,54.09821459,0,p,x,f
123.4609375,49.92790151,-0.15137491,0.002445817,16.66544202,8.244572736,82.70082387,0,e,f,f
113.3984375,51.77842514,0.262187455,0.209847633,18.09355762,10.43158586,113.0406108,0,e,x,y
106.4921875,42.74488202,0.453945181,0.880399172,13.09360221,10.06622904,142.9286254,0,p,x,f
132.2109375,55.35660704,-0.198547391,-0.742983306,15.68893636,9.339818535,107.1989502,0,e,x,y
105.6328125,53.61259634,0.261327277,-0.4555376,15.80655435,9.578333239,116.1755681,0,e,x,f
119.4765625,46.56815651,0.023647801,0.072086245,34.68012078,4.734922698,22.89082584,0,p,x,f
136.234375,47.56023884,-0.084678994,-0.187549493,16.5819075,8.654551011,89.25272417,0,p,x,f
129.4296875,44.89757155,-0.104229566,-0.079503753,22.73826717,6.451748597,46.05445921,0,e,x,f
